ID_MAQUINA,MAQUINA,TIPO_MAQUINA,ESTADO,ultimo_reporte,horas_sin_reporte,tipo_alerta,descripcion,umbral_horas,FECHA,LITROS,promedio_litros
015142dd,[EXT-16 RODILLO GHDB23] -  ,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
13ab1058,[PF-01] - CRAWLER DRILL RIG,PERFORADORA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
1cb6f2ef,[EM-01 Rodillo bomag] -  ,EQUIPO MENOR,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
1f45f283,[TR-01] - CASE 2166,TRILLADORA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
28bcb178,[EXT-03 RETROEXCAVADORA JOHN DEERE DSKH21] - JONH DEERE ,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
2c38a2be,[EXT-08 MOTONIVELADORA CZCY60] - KOMATSU ,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
4719c837,[B_01] - RANDON 20.m2,BATEA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
4bb42302,[G-08] - CUMMINS 350KVA,GENERADOR,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
4e00a1cc,[CB-04 PXKW57] - VICFER VIC-6,CAMA BAJA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
62938beb,[EXT-11 EXCAVADORA 130 JCB] - JCB 130,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
65e67b8d,[Número 2] - RANDON Randon,BATEA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
716273c8,[EXT-04 RETROEXCAVADORA] -  ,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
8ec7dcac,[G-09] - GH POWER 22KVA,EQUIPO MENOR,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
99be4df5,[EXT-15 RODILLO CAT CS54B] - CATERPILLAR CS54B,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
9ce65bb2,[Quemador CI-02] -  ,EQUIPO INTEGRADO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
9eb060d9,[EXT-02 EXCAVADORA CAT 320] - CATERPILLAR ,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
a142657a,[EXT-12 MOTONIVELADORA  HRJR49] - JONH DEERE 772 HRJR49,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
a1c23968,[EXT-17 EXCAVADORA DOSSAN] -  ,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
aad3a062,[EF-01] - BERTI EFX MD/SB 140,EQUIPO INTEGRADO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
b7415793,[EM-04 RODON DE RASTRE] -  ,EQUIPO MENOR,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
b7574631,[EXT-06 EXCAVADORA HIDROMEK] -  ,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
c56308f2,[EXT-10 MOTONIVELADORA CAT M12 EXTERNO CATERPILLAR M12] - CATERPILLAR M12,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
c8766843,[G-11] - CUMMINS 330KVA,GENERADOR,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
cdbfcdb7,[EM-02 betonera 400 lts] -  ,EQUIPO MENOR,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
d5cac6e0,[EXT-09 RETROEXCAVADORA SPPP] -  ,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
d80ca627,[VH-01] -  VBROHINCADOR,MARTILLO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
dc4e3ec4,[EM-03 BETONERA ABONERA] -  ,EQUIPO MENOR,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
e56407a0,[EXT-13 RODILLO CATERPILLAR CS533E] - CATERPILLAR CS533E,EXTERNO,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
fa2fdc36,[Batea 01] - RANDON Quiero informar novedades de esta batea .piso roto.portalon cae material.bujes portalón desgastado.botella hidráulica con fuga,BATEA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000043,[G-06] - CATERPILLAR ,EQUIPO MENOR,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000044,[G-07] - PERKINS ,GENERADOR,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000079,[P-02] - POWERSREEN TURBO CHIEFTAIN 1400,SELECCIONADORA ,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000096,[B-02  JB9039] - RANDON SR BA AB 03 20,BATEA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000099,[CB-03] - SERVICE TRILERS CB50T,CAMA BAJA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000103,"[C-03 FSLK53] - NISSAN TERRANO 4X4 2,5cc DOB CAB",CAMIONETA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000115,"[C-15 KPGT72] - MITSUBISHI L 200 4X2, WORK CR 2,4cc DOB CAB",CAMIONETA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000116,"[C-13 KPGT73] - MITSUBISHI L 200 4X2, WORK CR 2,4cc DOB CAB",CAMIONETA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000117,"[C-17 KPGT74] - MITSUBISHI L 200 4X2, WORK CR 2,4cc DOB CAB",CAMIONETA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000129,[C-30 RWRH50] - JMC VIGUS WOR 4X4,CAMIONETA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000130,"[C-31  GLLL86] - DODGE RAM1500 4X4 3,0CC AUTOMATICA",CAMIONETA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000134,[C-35 SCSL76] - JMC VIGUS WOR LX 4X4,CAMIONETA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000139,[C-41 SDWX22] - FORD RANGER RAPTOR,CAMIONETA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000142,[C-44 STWW39] - MITSUBISHI L200 ,CAMIONETA,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
aaf370e6,[G-04] - TOYAMA 33KVA,EQUIPO MENOR,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
604a3673,[G-05] - KOLVOC 16KVA,EQUIPO MENOR,En producción,,,SIN_REPORTE,Nunca ha reportado,24.0,,,
m000113,"[C-16 KPGT70] - MITSUBISHI L 200 4X2, WORK CR 2,4cc DOB CAB",CAMIONETA,En producción,2026-01-26,1488.0,SIN_REPORTE,Sin reporte hace 1488 hs,24.0,,,
m000127,"[C-27 RTXW59] - GEAT WALL WNGLE 7  2,0T  D 4X4 ELITE",CAMIONETA,En producción,2026-02-02,1320.0,SIN_REPORTE,Sin reporte hace 1320 hs,24.0,,,
1c3365b8,[CT-21 BFTP65] - MERCEDEZ BENZ ,CAMION TOLVA,En producción,2026-02-03,1296.0,SIN_REPORTE,Sin reporte hace 1296 hs,24.0,,,
6dd1b12b,[EQUIPO MENOR BARREDORA BROCE BW260] - BROCE] -  ,EQUIPO MENOR,En producción,2026-02-04,1272.0,SIN_REPORTE,Sin reporte hace 1272 hs,24.0,,,
m000092,[T-03 HKVR32] - MASSEY FERGUSON 4292T4K,TRACTOR,En producción,2026-02-05,1248.0,SIN_REPORTE,Sin reporte hace 1248 hs,24.0,,,
m000093,[T-04 SHRB11] - CASE MAXXUM 125 DT,TRACTOR ,En producción,2026-02-06,1224.0,SIN_REPORTE,Sin reporte hace 1224 hs,24.0,,,
m000137,"[C-38 SRPL59] - MAXUS T60 DX 4X4 CABSIM 2,8CC",CAMIONETA,En producción,2026-02-10,1128.0,SIN_REPORTE,Sin reporte hace 1128 hs,24.0,,,
29b79e17,[T-06 VDYH39] - CASE PUMA 155,TRACTOR,En producción,2026-02-10,1128.0,SIN_REPORTE,Sin reporte hace 1128 hs,24.0,,,
m000122,"[C-22 RCZX28] - MITSUBISHI L200 4X2, WORK CR WF 2,4CC",CAMIONETA,En producción,2026-02-12,1080.0,SIN_REPORTE,Sin reporte hace 1080 hs,24.0,,,
m000102,"[C-02 FBWJ56] - NISSAN TERRANO 4X4 2,5cc DOB CAB",CAMIONETA,En producción,2026-02-16,984.0,SIN_REPORTE,Sin reporte hace 984 hs,24.0,,,
m000123,"[C-23 RCWX81] - MAXUS T60 DX 4X4 DCAB 2,8CC",CAMIONETA,En producción,2026-02-16,984.0,SIN_REPORTE,Sin reporte hace 984 hs,24.0,,,
m000128,[C-29 RWRH49] - JMC VIGUS WOR 4X4,CAMIONETA,En producción,2026-02-23,816.0,SIN_REPORTE,Sin reporte hace 816 hs,24.0,,,
m000120,"[C-20 RCZX23] - MITSUBISHI L200 4X2, WORK CR WF 2,4CC",CAMIONETA,En producción,2026-02-24,792.0,SIN_REPORTE,Sin reporte hace 792 hs,24.0,,,
m000119,"[C-19 RCZX21] - MITSUBISHI L200 4X4 KATANA CRT 2,4CC",CAMIONETA,En producción,2026-02-24,792.0,SIN_REPORTE,Sin reporte hace 792 hs,24.0,,,
m000106,"[C-06 GZZB73] - MAHINDRA PIC UP 4X2 2,2cc DOB CAB",CAMIONETA,En producción,2026-02-25,768.0,SIN_REPORTE,Sin reporte hace 768 hs,24.0,,,
m000109,"[C-09  JYFV98] - MITSUBISHI L 200 4X2, WORK CR 2,4cc DOB CAB",CAMIONETA,En producción,2026-02-26,744.0,SIN_REPORTE,Sin reporte hace 744 hs,24.0,,,
m000141,[C-43 STWW21] - MITSUBISHI L200 ,CAMIONETA,En producción,2026-03-02,648.0,SIN_REPORTE,Sin reporte hace 648 hs,24.0,,,
12fa78bc,[C-51 TSXT79] - PEUGEOT PARTNER L2 1.5,CAMIONETA,En producción,2026-03-03,624.0,SIN_REPORTE,Sin reporte hace 624 hs,24.0,,,
2e6217b5,[P-05 Harcha] - Harcha Mak,PLANTA HORMIGON,En producción,2026-03-04,600.0,SIN_REPORTE,Sin reporte hace 600 hs,24.0,,,
m000114,"[C-14 KPGT71] - MITSUBISHI L 200 4X2, WORK CR 2,4cc DOB CAB",CAMIONETA,En producción,2026-03-04,600.0,SIN_REPORTE,Sin reporte hace 600 hs,24.0,,,
069deb48,[MB-01 KDWS38] - MERCEDEZ BENZ SPRINTER 315 CDI,MINI BUS,En producción,2026-03-05,576.0,SIN_REPORTE,Sin reporte hace 576 hs,24.0,,,
m000082,[RC-01 DBFS56] - CATERPILLAR CS 533 E,RODILLO COMPACTADOR,En producción,2026-03-06,552.0,SIN_REPORTE,Sin reporte hace 552 hs,24.0,,,
m000084,[RX-02 BGDW56] - JONH DEERE 310 J,RETROEXCAVADORA,En producción,2026-03-12,408.0,SIN_REPORTE,Sin reporte hace 408 hs,24.0,,,
ade41e9b,[RN-01 VHRZ34] - AMMANN AP 240,RODILLO NEUMATICO,En producción,2026-03-14,360.0,SIN_REPORTE,Sin reporte hace 360 hs,24.0,,,
9fd5bea4,[CT-28 WH9822-7] - MACK CV713,TOLVA,En producción,2026-03-14,360.0,SIN_REPORTE,Sin reporte hace 360 hs,24.0,,,
1234c9d4,[BA-01] - LAYMOR ,BARREDORA,En producción,2026-03-15,336.0,SIN_REPORTE,Sin reporte hace 336 hs,24.0,,,
m000047,[BD-03 KSRG22] - JOHN DEERE 850J,BULLDOZER,En producción,2026-03-16,312.0,SIN_REPORTE,Sin reporte hace 312 hs,24.0,,,
9b5928af,[EX-18 VHTG61] - KOMATSU PC210LC-10M0,EXCAVADORA,En producción,2026-03-18,264.0,SIN_REPORTE,Sin reporte hace 264 hs,24.0,,,
m000056,[EX-03] - JCB JS 200 LC,EXCAVADORA,En producción,2026-03-18,264.0,SIN_REPORTE,Sin reporte hace 264 hs,24.0,,,
m000135,"[C-45  SLCT29] - MAXUS T60 DX 4X4 DCAB 2,8CC",CAMIONETA,En producción,2026-03-19,240.0,SIN_REPORTE,Sin reporte hace 240 hs,24.0,,,
m000014,[CP-07 DZYT67] - FORD CARGO 2429,CAMION PLUMA,En producción,2026-03-19,240.0,SIN_REPORTE,Sin reporte hace 240 hs,24.0,,,
70eb727f,[CK-03 TS2119] - CHEVROLET KODIAK 241,CAMION GANADERO,En producción,2026-03-20,216.0,SIN_REPORTE,Sin reporte hace 216 hs,24.0,,,
m000012,[CP-04 LBLG59] - MITSUBUSHI CANTER 7.5,CAMION PLANO,En producción,2026-03-20,216.0,SIN_REPORTE,Sin reporte hace 216 hs,24.0,,,
80f5078d,[EX-19 VHTG55] - KOMATSU PC210LC-10M0,EXCAVADORA,En producción,2026-03-21,192.0,SIN_REPORTE,Sin reporte hace 192 hs,24.0,,,
m000124,"[C-24  RCXB16] - MAXUS T60 DX 4X4 DCAB 2,8CC",CAMIONETA,En producción,2026-03-23,144.0,SIN_REPORTE,Sin reporte hace 144 hs,24.0,,,
m000074,[MN-03 KTRL62] - KOMATSU GD675-5,MOTO NIVELADORA,En producción,2026-03-23,144.0,SIN_REPORTE,Sin reporte hace 144 hs,24.0,,,
m000071,[MC-03] - TOYOTA 42-5F625,GRUA HORQUILLA,En producción,2026-03-24,120.0,SIN_REPORTE,Sin reporte hace 120 hs,24.0,,,
fb6a41c0,[GM-03] - TEREX HC-110,GRUA MOVIL,En producción,2026-03-24,120.0,SIN_REPORTE,Sin reporte hace 120 hs,24.0,,,
m000059,[EX-07 JRKH82] - KOMATSU PC200 LC-8MO,EXCAVADORA,En producción,2026-03-24,120.0,SIN_REPORTE,Sin reporte hace 120 hs,24.0,,,
4e79eef0,[CT-36 VJGJ11] - IVECO TRAKKER 410 TOLVA 15M3,TOLVA,En producción,2026-03-25,96.0,SIN_REPORTE,Sin reporte hace 96 hs,24.0,,,
m000010,[CP-02 HKST11] - FOTON AUMARK 613 CS,CAMION PLANO,En producción,2026-03-25,96.0,SIN_REPORTE,Sin reporte hace 96 hs,24.0,,,
m000058,[EX-06 DRXC28] - JCB JS 330 LC AUTO,EXCAVADORA,En producción,2026-03-26,72.0,SIN_REPORTE,Sin reporte hace 72 hs,24.0,,,
m000081,[P-04] - POWERSREEN CRUSHER,SELECCIONADORA,En producción,2026-03-26,72.0,SIN_REPORTE,Sin reporte hace 72 hs,24.0,,,
m000002,[GM-02] - TEREX GRUA ESTRUCTURAL TEREX 2001,GRUA MOVIL,En producción,2026-03-26,72.0,SIN_REPORTE,Sin reporte hace 72 hs,24.0,,,
m000031,[GM-01 YZ9670] - KOMATSU LW250-3,GRUA MOVIL,En producción,2026-03-26,72.0,SIN_REPORTE,Sin reporte hace 72 hs,24.0,,,
m000032,[TC-02 DSBH56] - INTERNACIONAL 7600,TRACTO CAMION,En producción,2026-03-26,72.0,SIN_REPORTE,Sin reporte hace 72 hs,24.0,,,
m000053,[CF-06 PPFG75] - JOHN DEERE 624K-II,CARGADOR FRONTAL,En producción,2026-03-26,72.0,SIN_REPORTE,Sin reporte hace 72 hs,24.0,,,
e758af11,[RC-02 RSRK53] - HAMM ,RODILLO COMPACTADOR,En producción,2026-03-26,72.0,SIN_REPORTE,Sin reporte hace 72 hs,24.0,,,
m000025,[CT-10 HKDX21] - FOTON AUMAN 3239,TOLVA,En producción,2026-03-27,48.0,SIN_REPORTE,Sin reporte hace 48 hs,24.0,,,
102cb70d,[CT-25 WH9819-7] - MACK CV713,CAMION TOLVA,En producción,2026-03-27,48.0,SIN_REPORTE,Sin reporte hace 48 hs,24.0,,,
m000008,[CM-01 YZ6869] - INTERNACIONAL 7600,CAMION MIXER,En producción,2026-03-27,48.0,SIN_REPORTE,Sin reporte hace 48 hs,24.0,,,
m000001,[CP-05 RKYD89] - MITSUBISHI FUSO CANTER 815,CAMION PLANO,En producción,2026-03-27,48.0,SIN_REPORTE,Sin reporte hace 48 hs,24.0,,,
m000040,[G-01] - JOHN DEERE J-130 130 / kva,GENERADOR,En producción,2026-03-27,48.0,SIN_REPORTE,Sin reporte hace 48 hs,24.0,,,
m000042,[G-03] - CUMMINS C440 D5,GENERADOR,En producción,2026-03-27,48.0,SIN_REPORTE,Sin reporte hace 48 hs,24.0,,,
m000087,[RX-05 GYXY37] - NEW HOLAND B90B 4X4,RETROEXCAVADORA,En producción,2026-03-27,48.0,SIN_REPORTE,Sin reporte hace 48 hs,24.0,,,
883e13bb,[T-05 DONGFENG DF404] - DONGFENG DF404,TRACTOR,En producción,2026-03-27,48.0,SIN_REPORTE,Sin reporte hace 48 hs,24.0,,,
a176100b,[CT-33 YU4931-5] - MACK CV713,CAMION TOLVA,En producción,2026-03-27,48.0,SIN_REPORTE,Sin reporte hace 48 hs,24.0,,,
m000051,[CF-04 DSLH27] - VOLVO L150G,CARGADOR FRONTAL,En producción,2026-03-27,48.0,SIN_REPORTE,Sin reporte hace 48 hs,24.0,,,
1aba966d,[GV-01 VHRZ33] - ETNYRE ,MAQUINARIA ASFALTICA,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
85dee624,[EX-20] - KOMATSU PC290LC-11E0,EXCAVADORA,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
adc86871,[C-54 VPPL47] - MAXUS T60 CS MT 4X4 2.0 DX PLUS,CAMIONETA,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
c0f0efc7,[RX-08 JOHN DEERE] - JOHN DEERE ,RETROEXCAVADORA,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
m000046,[BD-02 CCKZ72] - CATERPILLAR D6T,BULLDOZER,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
m000035,[CT-15 RCKP71] - MERCEDEZ BENZ AROCS 3342,TOLVA,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
m000004,[TC-03 RKYD79] - MERCEDEZ BENZ NEW ACTROS 3351,TRACTO CAMION,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
475be5c1,[CT-30 YU4568-9] - MACK CV713,TOLVA,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
31f525d0,[CT-23 BSPZ51-K] - MACK GU 813,TOLVA,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
m000086,[RX-04 GTJH71] - CATERPILLAR 416E,RETROEXCAVADORA,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
m000050,[CF-03 CKTG19] - NEW HOLAND W 190B,CARGADOR FRONTAL,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
m000060,[EX-08 JVXT34] - KOMATSU PC200LC 8MO,EXCAVADORA,En producción,2026-03-28,24.0,SIN_REPORTE,Sin reporte hace 24 hs,24.0,,,
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 358 L (promedio: 119 L),,2025-12-02 12:47:33.792,358.0,118.94988055861816
6dd1b12b,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 105 L (promedio: 37 L),,2025-12-02 16:31:22.080,105.0,36.760000000000005
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 328 L (promedio: 119 L),,2025-12-02 18:15:57.312,327.87,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 364 L (promedio: 119 L),,2025-12-04 08:17:27.744,364.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 325 L (promedio: 119 L),,2025-12-04 18:16:12.864,325.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 330 L (promedio: 119 L),,2025-12-05 11:39:13.248,330.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 347 L (promedio: 119 L),,2025-12-05 18:39:31.680,347.0,118.94988055861816
87eb0330,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 110 L (promedio: 38 L),,2025-12-09 09:48:11.808,110.0,38.42370892018779
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 344 L (promedio: 119 L),,2025-12-09 10:15:25.632,343.8,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 315 L (promedio: 119 L),,2025-12-09 16:51:11.808,315.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 300 L (promedio: 119 L),,2025-12-09 16:58:33.312,300.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 312 L (promedio: 119 L),,2025-12-09 18:57:37.728,312.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 320 L (promedio: 119 L),,2025-12-10 14:22:42.240,320.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 300 L (promedio: 119 L),,2025-12-11 08:18:22.176,300.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 344 L (promedio: 119 L),,2025-12-11 15:07:52.608,344.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 330 L (promedio: 119 L),,2025-12-12 08:36:21.312,330.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 306 L (promedio: 119 L),,2025-12-12 14:47:11.904,306.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 298 L (promedio: 119 L),,2025-12-15 10:51:22.176,298.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 304 L (promedio: 119 L),,2025-12-16 12:18:46.656,304.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 300 L (promedio: 119 L),,2025-12-16 12:26:32.352,300.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 314 L (promedio: 119 L),,2025-12-16 14:47:19.680,314.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 325 L (promedio: 119 L),,2025-12-17 08:23:16.800,325.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 300 L (promedio: 119 L),,2025-12-17 13:11:09.888,300.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 313 L (promedio: 119 L),,2025-12-17 14:44:17.376,313.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 308 L (promedio: 119 L),,2025-12-17 15:30:33.408,308.0,118.94988055861816
87eb0330,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 130 L (promedio: 38 L),,2025-12-17 17:24:02.592,130.0,38.42370892018779
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 318 L (promedio: 119 L),,2025-12-18 12:35:03.840,318.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 310 L (promedio: 119 L),,2025-12-20 10:54:39.168,310.0,118.94988055861816
m000073,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 780 L (promedio: 214 L),,2025-12-20 10:59:26.016,780.0,213.78947368421052
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 333 L (promedio: 119 L),,2025-12-20 13:02:32.352,333.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 328 L (promedio: 119 L),,2025-12-21 10:10:24.960,327.87,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 335 L (promedio: 119 L),,2025-12-22 15:59:31.776,335.0,118.94988055861816
87eb0330,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 108 L (promedio: 38 L),,2025-12-23 08:33:08.640,108.0,38.42370892018779
87eb0330,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 127 L (promedio: 38 L),,2025-12-23 08:48:01.152,127.0,38.42370892018779
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 330 L (promedio: 119 L),,2025-12-24 08:06:48.384,330.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 300 L (promedio: 119 L),,2025-12-24 08:42:59.616,300.0,118.94988055861816
m000094,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 69 L (promedio: 23 L),,2025-12-24 11:19:31.296,69.0,22.545454545454547
87eb0330,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 120 L (promedio: 38 L),,2025-12-27 10:52:51.168,120.0,38.42370892018779
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 352 L (promedio: 119 L),,2025-12-31 08:08:52.800,352.0,118.94988055861816
a176100b,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 742 L (promedio: 207 L),,2026-01-06 11:16:24.672,742.0,206.88888888888889
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 300 L (promedio: 119 L),,2026-01-06 11:39:15.840,300.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 345 L (promedio: 119 L),,2026-01-06 12:54:36.288,345.0,118.94988055861816
5442dcf7,,,,,,COMBUSTIBLE_INUSUAL,Recarga de 300 L (promedio: 119 L),,2026-01-07 10:34:39.072,300.0,118.94988055861816
